species,Acrobeles_emmatus_MB04,Acrobeles_emmatus_MB05,Acrobeles_emmatus_MB06,Acrobeles_emmatus_MB07,Acrobeles_emmatus_MB20,Acrobeles_emmatus_MB36,Acrobeles_mariannae_MB02,Acrobeles_mariannae_MB11,Acrobeles_mariannae_MB12,Acrobeles_mariannae_MB19,Acrobeles_mariannae_MB35,Acrobeles_mariannae_MB37,Acrobeles_sp._MB22,Acrobeles_sp_MB10,Acrobeles_sp_MB33,Acrobeloides_sp_MB25,Acrobeloides_sp_MB26,Acrobeloides_sp_MB39,Acrobeloides_sp_MB40,Cervidellus_sp_MB03,Cervidellus_sp_MB24,Mesorhabditis_sp_MB16,Mesorhabditis_sp_MB17,Mesorhabditis_sp_MB18,Mesorhabditis_sp_MB27,Mesorhabditis_sp_MB28,NC_22102025_NC1,NC_23102025_NC2,NC_24102025_NC3,NC_25102025_NC4,NC_30102025_NC5,NC_PCR_N0,NC_PCR_N1,NC_PCR_N2,NC_PCR_N3,NC_PCR_N4,NC_PCR_N7,Nothacrobeles_sp_MB08,PC_sample_A_PC1,PC_sample_E_PC4,PC_sample_F_PC5,PC_sample_G_PC3,PC_sample_M_PC2,Panagrolaimus_sp_MB23,Stegelleta_sp_MB01,Stegelleta_sp_MB14,Stegelleta_sp_MB15,Stegelleta_sp_MB31,Stegelleta_sp_MB32,Stegelleta_sp_MB38,Stegelletina_sp_MB09,Stegelletina_sp_MB13,Stegelletina_sp_MB21,Stegelletina_sp_MB29,Stegelletina_sp_MB30,Stegelletina_sp_MB34,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Abditibacterium utsteinense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,Bacteria,Pseudomonadati,Abditibacteriota,Abditibacteriia,Abditibacteriales,Abditibacteriaceae,Abditibacterium,Bacteria;Pseudomonadati;Abditibacteriota;Abditibacteriia;Abditibacteriales;Abditibacteriaceae;Abditibacterium;Abditibacterium utsteinense
Rubellimicrobium roseum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,58,0,0,0,0,0,0,0,0,0,0,0,0,0,176,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Rubellimicrobium,Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rubellimicrobium;Rubellimicrobium roseum
Rubellimicrobium rubrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,14,0,0,0,0,0,0,0,0,0,0,0,0,0,59,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Rubellimicrobium,Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rubellimicrobium;Rubellimicrobium rubrum
Rubellimicrobium thermophilum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Rubellimicrobium,Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Rubellimicrobium;Rubellimicrobium thermophilum
Rubrivirga profundi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bacteria,Pseudomonadati,Rhodothermota,Rhodothermia,Rhodothermales,Rubricoccaceae,Rubrivirga,Bacteria;Pseudomonadati;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga;Rubrivirga profundi
Rubrivivax rivuli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,Bacteria,Pseudomonadati,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Rubrivivax,Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Rubrivivax;Rubrivivax rivuli
Rubrobacter tropicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3212,Bacteria,Bacillati,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Bacteria;Bacillati;Actinomycetota;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter tropicus
Rudaibacter terrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Rudaibacter,Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Rudaibacter;Rudaibacter terrae
Rufibacter glacialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter glacialis
Rufibacter hautae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter hautae
Rufibacter immobilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter immobilis
Rufibacter latericius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,40,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter latericius
Rufibacter quisquiliarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,36,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter quisquiliarum
Rufibacter radiotolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter radiotolerans
Rufibacter ruber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,80,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter ruber
Rufibacter sediminis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter sediminis
Rufibacter soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Rufibacter,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter;Rufibacter soli
Runella zeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,Bacteria,Pseudomonadati,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Runella,Bacteria;Pseudomonadati;Bacteroidota;Cytophagia;Cytophagales;Spirosomataceae;Runella;Runella zeae
Saccharibacillus alkalitolerans,0,0,0,0,150,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,0,0,0,0,0,0,1233,2964,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus alkalitolerans
Saccharibacillus brassicae,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus brassicae
Saccharibacillus deserti,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,304,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus deserti
Saccharibacillus endophyticus,0,0,0,0,400,0,5582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,0,0,0,0,0,0,6622,17219,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus endophyticus
Saccharibacillus kuerlensis,0,0,0,0,1,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,27,320,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus kuerlensis
Saccharibacillus qingshengii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18630,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Saccharibacillus,Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus qingshengii
Saccharothrix ghardaiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix ghardaiensis
Saccharothrix saharensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix saharensis
Saccharothrix texasensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix texasensis
Saccharothrix yanglingensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Bacteria;Bacillati;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix;Saccharothrix yanglingensis
Salinarimonas soli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Salinarimonadaceae,Salinarimonas,Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Salinarimonadaceae;Salinarimonas;Salinarimonas soli
Salinibacterium xinjiangense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Salinibacterium;Salinibacterium xinjiangense
Salinirepens amamiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,Bacteria,Pseudomonadati,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Salinirepens,Bacteria;Pseudomonadati;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Salinirepens;Salinirepens amamiensis
Sandaracinus amylolyticus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,Bacteria,Pseudomonadati,Myxococcota,Myxococcota_Incertae_sedis,Polyangiales,Sandaracinaceae,Sandaracinus,Bacteria;Pseudomonadati;Myxococcota;Myxococcota_Incertae_sedis;Polyangiales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus
Scandinavium goeteborgense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Scandinavium,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Scandinavium;Scandinavium goeteborgense
Schaalia odontolytica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2805,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,3395,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Bacteria;Bacillati;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Schaalia;Schaalia odontolytica
Sediminibacterium aquarii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium aquarii
Sediminibacterium goheungense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,74,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium goheungense
Segatella oris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,Bacteria,Pseudomonadati,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Bacteria;Pseudomonadati;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Segatella;Segatella oris
Segetibacter aerophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1691,2449,0,0,0,0,0,0,0,46869,11917,7614,474,1558,0,22,0,0,0,0,0,0,0,0,0,0,0,72594,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
Segetibacter koreensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,45,0,0,0,0,0,0,0,25739,10457,5994,239,2404,0,1122,0,0,0,0,0,0,0,0,0,0,0,46038,Bacteria,Pseudomonadati,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Segetibacter,Bacteria;Pseudomonadati;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
Selenomonas infelix,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,Bacteria,Bacillati,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas infelix
Selenomonas noxia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,Bacteria,Bacillati,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Bacteria;Bacillati;Bacillota;Negativicutes;Selenomonadales;Selenomonadaceae;Selenomonas;Selenomonas noxia
Serratia grimesii,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia grimesii
Shewanella oneidensis,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella oneidensis
Shewanella putrefaciens,0,0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella putrefaciens
Shewanella xiamenensis,0,0,766,501,0,0,1251,0,0,0,82,0,0,0,0,0,0,0,1,0,364,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;Shewanella xiamenensis
Shigella flexneri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri
Shigella sonnei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella sonnei
Shimwellia blattae,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,122,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia;Shimwellia blattae
Shimwellia pseudoproteus,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bacteria,Pseudomonadati,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shimwellia;Shimwellia pseudoproteus
Shinella curvata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella curvata
Shinella kummerowiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella kummerowiae
Shinella zoogloeoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,213,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,Bacteria,Pseudomonadati,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Shinella,Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Shinella;Shinella zoogloeoides
